pfam_id,protein_id,description,start,stop
CoiledCoil,A0A194Q3Y1,WD repeat SAM and U-box domain-containing protein 1 OS=Papilio xuthus GN=RR46_04693 PE=4 SV=1,795,816
PF00515,A0A194Q769,Tetratricopeptide repeat 1,188,218
PF00013,A0A194QEZ6,K Homology domain type 1,195,257
mobidb-lite,A0A194QGE1,disorder_prediction,620,747
CoiledCoil,A0A194QMC9,A-kinase anchor protein 1 mitochondrial OS=Papilio machaon GN=RR48_14552 PE=4 SV=1,41,62
LowComplexity,A0A194QPF6,Potassium voltage-gated channel protein Shab OS=Papilio machaon GN=RR48_07650 PE=4 SV=1,39,60
mobidb-lite,A0A194QUY2,disorder_prediction,1452,1505
PF05680,A0A194QXU7,ATP synthase F0 complex subunit E mitochondrial,8,76
mobidb-lite,A0A194QZC3,disorder_prediction,281,307
LowComplexity,A0A194R7H8,Exocyst complex component 2 OS=Papilio machaon GN=RR48_10967 PE=4 SV=1,482,497
mobidb-lite,A0A194R8W2,disorder_prediction,568,662
PF00651,A0A194R987,BTB/POZ domain,2,77
LowComplexity,A0A194REY4,Zinc finger RNA-binding protein OS=Papilio machaon GN=RR48_13562 PE=4 SV=1,63,78
PF14560,A0A194RJH0,Ubiquitin domain,97,149
PF01602,A0A194RM94,Clathrin/coatomer adaptor adaptin-like N-terminal,24,488
PF00060,A0A194RUK6,Ionotropic glutamate receptor,605,874
CoiledCoil,A0A194VI67,Vacuolar segregation protein PEP7 OS=Valsa mali GN=VM1G_10323 PE=4 SV=1,286,307
PF11807,A0A194VUL1,Oxidase ustYa,39,240
PF12831,A0A194VUL5,FAD/NAD(P)-binding domain,418,469
mobidb-lite,A0A194W2G1,disorder_prediction,224,386
PF07690,A0A194WA83,Major facilitator superfamily,512,696
mobidb-lite,A0A194WA83,disorder_prediction,350,504
mobidb-lite,A0A194WAL2,disorder_prediction,1,160
PF02259,A0A194WAV1,PIK-related kinase FAT,1558,1695
PF12937,A0A194WBP3,F-box domain,21,64
PF11951,A0A194WT82,Fungal transcription factor,116,229
PF07690,A0A194X7P5,Major facilitator superfamily,101,442
PF00651,A0A194XAP7,BTB/POZ domain,41,135
PF00888,A0A194XFL8,Cullin N-terminal,31,733
mobidb-lite,A0A194XG25,disorder_prediction,99,125
PF04715,A0A194XWD7,Anthranilate synthase component I N-terminal,7,64
mobidb-lite,A0A194YIE1,disorder_prediction,2732,2754
PF01535,A0A194YJK6,Pentatricopeptide repeat,84,109
mobidb-lite,A0A195AV26,disorder_prediction,714,740
PF14551,A0A195AZD9,MCM N-terminal domain,201,303
PF03311,A0A195B1U9,Cornichon,3,110
PF12796,A0A195BAA8,Ankyrin repeat-containing domain,47,142
mobidb-lite,A0A195BBB2,disorder_prediction,1037,1058
PF00041,A0A195BJQ9,Fibronectin type III,1436,1513
mobidb-lite,A0A195BK76,disorder_prediction,246,268
PF00704,A0A195BLJ4,Glycoside hydrolase family 18 catalytic domain,69,323
PF00400,A0A195C0I1,WD40 repeat,146,171
PF02822,A0A195C5T5,Antistasin-like domain,304,329
PF03522,A0A195CSH1,SLC12A transporter C-terminal,705,923
PF13855,A0A195CWC8,Leucine-rich repeat,190,249
PF01442,A0A195CXE2,Apolipoprotein A/E,4765,4951
mobidb-lite,A0A195D4V4,disorder_prediction,2505,2570
PF06920,A0A195D8Q5,Dedicator of cytokinesis C-terminal,1198,1706
PF01344,A0A195DCS0,Kelch repeat type 1,43,81
PF13306,A0A195DF69,Leucine rich repeat 5,155,212
PF04437,A0A195DFL8,RINT-1/Tip20,247,726
PF13855,A0A195DP96,Leucine-rich repeat,349,406
mobidb-lite,A0A195EC52,disorder_prediction,1335,1354
mobidb-lite,A0A195EY61,disorder_prediction,69,95
mobidb-lite,A0A195F4K1,disorder_prediction,762,801
mobidb-lite,A0A195FBV9,disorder_prediction,1180,1205
PF00017,A0A195FLT0,SH2 domain,60,134
PF01082,A0A195FM60,Copper type II ascorbate-dependent monooxygenase N-terminal,200,327
PF00076,A0A195FSC1,RNA recognition motif domain,405,472
mobidb-lite,A0A195FSZ5,disorder_prediction,542,592
PF00201,A0A199UAB3,UDP-glucuronosyl/UDP-glucosyltransferase,257,396
PF07723,A0A199UBB7,Leucine-rich repeat 2,102,123
PF04057,A0A199UHN9,Replication factor-A protein 1 N-terminal,8,101
PF05633,A0A199UKF1,Protein BYPASS-related,191,267
PF08263,A0A199UWK3,Leucine-rich repeat-containing N-terminal plant-type,29,65
PF00106,A0A199UX41,Short-chain dehydrogenase/reductase SDR,40,182
PF00439,A0A199UZR3,Bromodomain,317,401
PF00342,A0A199V3Z6,Phosphoglucose isomerase (PGI),70,189
PF12697,A0A199V4R0,Alpha/beta hydrolase fold-1,44,281
PF12854,A0A199V632,Pentatricopeptide repeat,245,273
PF16278,A0A199VB13,Aprataxin C2HE/C2H2/C2HC zinc finger,655,709
PF13968,A0A199VFA1,Domain of unknown function DUF4220,61,495
PF14432,A0A199VFN4,DYW domain,583,701
mobidb-lite,A0A199VLM1,disorder_prediction,61,135
mobidb-lite,A0A199VRT8,disorder_prediction,1,32
mobidb-lite,A0A199VT16,disorder_prediction,249,293
PF00270,A0A199VZB2,DEAD/DEAH box helicase domain,65,226
PF02701,A0A199W666,Zinc finger Dof-type,29,84
PF00535,A0A199W6P3,Glycosyltransferase 2-like,22,200
PF07686,A0A1A6FVF7,Immunoglobulin V-set domain,5,110
PF03024,A0A1A6FW57,Folate receptor-like,237,297
PF02761,A0A1A6FX84,Adaptor protein Cbl EF hand-like,19,102
PF03556,A0A1A6G2W9,Potentiating neddylation domain,166,276
PF00036,A0A1A6GF32,EF-hand domain,61,82
PF01070,A0A1A6GIP5,FMN-dependent dehydrogenase,2,134
PF00641,A0A1A6GLF3,Zinc finger RanBP2-type,467,494
PF00135,A0A1A6GN98,Carboxylesterase type B,6,158
LowComplexity,A0A1A6GSG8,Uncharacterized protein OS=Neotoma lepida GN=A6R68_02848 PE=4 SV=1,259,271
PF00777,A0A1A6GX34,Glycosyl transferase family 29,3,133
PF00505,A0A1A6H0T0,High mobility group box domain,40,115
PF00202,A0A1A6H115,Aminotransferase class-III,96,501
PF05605,A0A1A6HRZ8,Drought induced 19 protein type zinc-binding domain,6,36
PF14310,A0A1A7MBM0,Fibronectin type III-like domain,541,612
PF00415,A0A1A7MHY9,Regulator of chromosome condensation RCC1,332,384
mobidb-lite,A0A1A7MM92,disorder_prediction,248,371
CoiledCoil,A0A1A7MR44,SH3-domain-containing protein OS=Aureobasidium pullulans GN=AUREO_007110 PE=4 SV=1,1202,1223
PF00136,A0A1A7MRB8,DNA-directed DNA polymerase family B multifunctional domain,778,1226
PF01738,A0A1A7MRQ8,Dienelactone hydrolase,32,278
mobidb-lite,A0A1A7W9D4,disorder_prediction,26,47
CoiledCoil,A0A1A7WJ99,SWAP switching B-cell complex subunit 70b OS=Aphyosemion striatum GN=SWAP70B PE=4 SV=1,467,495
PF14604,A0A1A7WL92,SH3 domain,9,57
mobidb-lite,A0A1A7WT45,disorder_prediction,455,720
mobidb-lite,A0A1A7WW07,disorder_prediction,630,662
PF00689,A0A1A7WWZ2,Cation-transporting P-type ATPase C-terminal,782,984
CoiledCoil,A0A1A7WXG8,Translocated promoter region a (To activated MET oncogene) (Fragment) OS=Aphyosemion striatum GN=TPRA PE=4 SV=1,537,598
mobidb-lite,A0A1A7X323,disorder_prediction,1076,1144
mobidb-lite,A0A1A7X480,disorder_prediction,23,246
mobidb-lite,A0A1A7X6J5,disorder_prediction,583,646
PF02146,A0A1A7X9L3,Sirtuin family,180,361
mobidb-lite,A0A1A7XBD0,disorder_prediction,2813,2979
PF00630,A0A1A7XJL3,Filamin/ABP280 repeat-like,468,523
mobidb-lite,A0A1A7XKM4,disorder_prediction,1,45
mobidb-lite,A0A1A7XKZ4,disorder_prediction,324,398
CoiledCoil,A0A1A7XNC3,KIAA2018 (Fragment) OS=Aphyosemion striatum GN=KIAA2018 PE=4 SV=1,83,111
CoiledCoil,A0A1A7XTP8,Citron (Rho-interacting serine/threonine kinase 21) (Fragment) OS=Aphyosemion striatum GN=CIT PE=4 SV=1,718,739
mobidb-lite,A0A1A7XTR7,disorder_prediction,586,622
PF04727,A0A1A7XWV1,ELMO domain,292,465
PF00090,A0A1A7YKQ0,Thrombospondin type-1 (TSP1) repeat,38,84
mobidb-lite,A0A1A7ZBM7,disorder_prediction,868,898
mobidb-lite,A0A1A7ZE24,disorder_prediction,1195,1215
PF00630,A0A1A7ZFN4,Filamin/ABP280 repeat-like,2230,2381
PF00067,A0A1A7ZGN8,Cytochrome P450,2,152
PF10427,A0A1A7ZK83,Argonaute hook domain,860,977
mobidb-lite,A0A1A7ZME7,disorder_prediction,910,980
mobidb-lite,A0A1A7ZTD0,disorder_prediction,452,473
mobidb-lite,A0A1A7ZUE0,disorder_prediction,895,954
mobidb-lite,A0A1A7ZUM7,disorder_prediction,1485,1608
PF00640,A0A1A7ZWB2,PTB/PI domain,32,169
mobidb-lite,A0A1A8A4N6,disorder_prediction,1,30
PF13903,A0A1A8A607,PMP-22/EMP/MP20/Claudin superfamily,20,236
PF02475,A0A1A8A636,SAM-dependent methyltransferase TRM5/TYW2-type,17,160
PF14222,A0A1A8ABB6,Cell morphogenesis protein N-terminal,243,774
mobidb-lite,A0A1A8ABW7,disorder_prediction,191,255
PF01846,A0A1A8AF64,FF domain,665,715
PF04800,A0A1A8AIC8,NADH dehydrogenase ubiquinone Fe-S protein 4 mitochondrial,71,164
mobidb-lite,A0A1A8AK24,disorder_prediction,198,220
CoiledCoil,A0A1A8AMA7,Protein tyrosine phosphatase receptor type f polypeptide (PTPRF) interacting protein (Liprin) alpha 1 OS=Nothobranchius furzeri GN=PPFIA1 PE=4 SV=1,99,127
PF00076,A0A1A8ANJ5,RNA recognition motif domain,336,396
PF00028,A0A1A8ATC2,Cadherin,1,61
mobidb-lite,A0A1A8B327,disorder_prediction,1419,1461
PF07653,A0A1A8B342,Variant SH3 domain,57,118
PF07653,A0A1A8B4B7,Variant SH3 domain,724,774
mobidb-lite,A0A1A8B8F7,disorder_prediction,133,210
mobidb-lite,A0A1A8B8S1,disorder_prediction,495,526
PF07653,A0A1A8BA47,Variant SH3 domain,513,575
mobidb-lite,A0A1A8BB77,disorder_prediction,484,505
mobidb-lite,A0A1A8BC35,disorder_prediction,170,230
PF01391,A0A1A8BCH5,Collagen triple helix repeat,289,347
PF07527,A0A1A8BJH4,Orange domain,136,172
PF00028,A0A1A8BMV0,Cadherin,495,590
mobidb-lite,A0A1A8BWR6,disorder_prediction,171,200
PF01030,A0A1A8C426,Receptor L-domain,48,158
mobidb-lite,A0A1A8CFD1,disorder_prediction,648,690
PF00754,A0A1A8CFJ3,Coagulation factor 5/8 C-terminal domain,379,513
PF08686,A0A1A8CLC9,PLAC,935,965
mobidb-lite,A0A1A8CLK5,disorder_prediction,755,783
PF00287,A0A1A8CMA4,Sodium/potassium-transporting ATPase subunit beta,33,297
PF02985,A0A1A8CMR3,HEAT repeat,903,931
PF02782,A0A1A8CQX6,Carbohydrate kinase FGGY C-terminal,268,440
PF16209,A0A1A8DAH5,P-type ATPase N-terminal,52,110
PF07645,A0A1A8DC79,EGF-like calcium-binding domain,141,177
PF03133,A0A1A8DD84,Tubulin-tyrosine ligase/Tubulin polyglutamylase,17,297
mobidb-lite,A0A1A8DNB3,disorder_prediction,165,189
PF00069,A0A1A8DUN3,Protein kinase domain,1,73
mobidb-lite,A0A1A8E2X4,disorder_prediction,370,424
PF00005,A0A1A8E9N1,ABC transporter-like,344,478
PF13599,A0A1A8EFM3,Pentapeptide repeat,509,573
PF00400,A0A1A8EGS5,WD40 repeat,364,392
mobidb-lite,A0A1A8EJA5,disorder_prediction,871,891
mobidb-lite,A0A1A8ER63,disorder_prediction,338,416
mobidb-lite,A0A1A8F203,disorder_prediction,294,331
PF02354,A0A1A8F3C3,GPCR family 2 latrophilin C-terminal,1102,1209
PF06602,A0A1A8F7P6,Myotubularin-like phosphatase domain,1,108
PF15712,A0A1A8F8E2,Protein NPAT C-terminal domain,653,827
PF07707,A0A1A8FF63,BTB/Kelch-associated,151,250
PF00169,A0A1A8FG79,Pleckstrin homology domain,831,933
PF00084,A0A1A8FIV4,Sushi/SCR/CCP domain,284,331
mobidb-lite,A0A1A8FJ13,disorder_prediction,2228,2271
PF11971,A0A1A8FJI3,Calmodulin-regulated spectrin-associated protein CH domain,19,84
PF12004,A0A1A8FPM6,Domain of unknown function DUF3498,672,1015
PF14604,A0A1A8FSV3,SH3 domain,402,453
PF05670,A0A1A8FTT7,Domain of unknown function DUF814,10,99
PF00008,A0A1A8FU08,EGF-like domain,1499,1530
PF00855,A0A1A8FU70,PWWP domain,1,72
PF05060,A0A1A8G4Y8,N-acetylglucosaminyltransferase II,110,460
PF13516,A0A1A8G7T3,Leucine-rich repeat,573,596
PF00169,A0A1A8GAF7,Pleckstrin homology domain,737,833
mobidb-lite,A0A1A8GB10,disorder_prediction,460,506
PF12463,A0A1A8GLY4,Protein of unknown function DUF3689,392,700
mobidb-lite,A0A1A8GUR3,disorder_prediction,57,77
PF00084,A0A1A8H313,Sushi/SCR/CCP domain,27,61
PF00400,A0A1A8H491,WD40 repeat,346,375
mobidb-lite,A0A1A8H543,disorder_prediction,588,671
PF00090,A0A1A8H5G7,Thrombospondin type-1 (TSP1) repeat,608,658
PF14817,A0A1A8HEL2,HAUS augmin-like complex subunit 5,3,161
PF00621,A0A1A8HFY2,Dbl homology (DH) domain,558,708
mobidb-lite,A0A1A8HHY7,disorder_prediction,514,579
mobidb-lite,A0A1A8HI80,disorder_prediction,1617,1663
mobidb-lite,A0A1A8HP73,disorder_prediction,597,651
PF12796,A0A1A8HZ86,Ankyrin repeat-containing domain,301,365
PF08246,A0A1A8I7V5,Cathepsin propeptide inhibitor domain (I29),27,86
PF00858,A0A1A8IC59,Epithelial sodium channel,2,95
PF15936,A0A1A8ID83,Domain of unknown function DUF4749,186,281
mobidb-lite,A0A1A8IIH2,disorder_prediction,241,264
PF13847,A0A1A8INR4,Methyltransferase domain,410,456
PF13918,A0A1A8IRX3,PLD-like domain,222,397
PF07546,A0A1A8ISW5,EMI domain,2,48
PF00184,A0A1A8IT50,Neurohypophysial hormone,40,118
mobidb-lite,A0A1A8IXP4,disorder_prediction,260,307
PF03456,A0A1A8IYU2,uDENN domain,48,107
PF00611,A0A1A8J0N2,FCH domain,10,88
PF00057,A0A1A8J195,Low-density lipoprotein (LDL) receptor class A repeat,487,522
PF05556,A0A1A8J902,Myozenin,1,65
mobidb-lite,A0A1A8J9U0,disorder_prediction,337,377
PF08409,A0A1A8JAR8,Domain of unknown function DUF1736,292,363
mobidb-lite,A0A1A8JDJ6,disorder_prediction,126,344
PF01044,A0A1A8JDP8,Vinculin/alpha-catenin,336,866
PF02191,A0A1A8JEN9,Olfactomedin-like domain,95,258
PF05300,A0A1A8JFB3,Protein of unknown function DUF737,16,190
mobidb-lite,A0A1A8JJJ2,disorder_prediction,1636,1696
PF00630,A0A1A8JTM6,Filamin/ABP280 repeat-like,1944,2029
PF16863,A0A1A8JTU6,Galactose mutarotase N-terminal barrel,194,293
PF01344,A0A1A8JX18,Kelch repeat type 1,83,128
mobidb-lite,A0A1A8K1D1,disorder_prediction,19,39
PF00514,A0A1A8KLL5,Armadillo,366,405
mobidb-lite,A0A1A8KUH1,disorder_prediction,1427,1572
mobidb-lite,A0A1A8KUL7,disorder_prediction,472,492
PF00054,A0A1A8KX01,Laminin G domain,3,132
mobidb-lite,A0A1A8L241,disorder_prediction,688,885
mobidb-lite,A0A1A8L2I5,disorder_prediction,999,1149
mobidb-lite,A0A1A8L300,disorder_prediction,348,411
mobidb-lite,A0A1A8L5B9,disorder_prediction,614,671
PF00134,A0A1A8L799,Cyclin N-terminal,18,152
mobidb-lite,A0A1A8L9G0,disorder_prediction,307,368
PF07699,A0A1A8LF46,Tyrosine-protein kinase ephrin type A/B receptor-like,74,108
PF00628,A0A1A8LPW6,Zinc finger PHD-finger,799,846
PF00168,A0A1A8LUL2,C2 domain,345,453
PF07679,A0A1A8LWZ5,Immunoglobulin I-set,240,315
PF00432,A0A1A8M1U0,PFTB repeat,147,185
PF01344,A0A1A8M2P1,Kelch repeat type 1,485,524
PF02862,A0A1A8M890,DDHD domain,744,951
mobidb-lite,A0A1A8M8L7,disorder_prediction,1300,1512
mobidb-lite,A0A1A8M9N4,disorder_prediction,402,428
LowComplexity,A0A1A8MDY2,BTB (POZ) domain containing 2 (Fragment) OS=Nothobranchius pienaari GN=BTBD2 PE=4 SV=1,100,112
mobidb-lite,A0A1A8MFB5,disorder_prediction,1,68
PF00194,A0A1A8MSQ7,Alpha carbonic anhydrase,19,278
PF00690,A0A1A8MUQ9,Cation-transporting P-type ATPase N-terminal,5,72
PF00105,A0A1A8MV28,Zinc finger nuclear hormone receptor-type,418,485
PF00058,A0A1A8N5W2,LDLR class B repeat,374,414
PF00058,A0A1A8N5W2,LDLR class B repeat,676,716
mobidb-lite,A0A1A8N8M9,disorder_prediction,693,762
PF00632,A0A1A8N945,HECT domain,506,810
PF00650,A0A1A8NBS6,CRAL-TRIO lipid binding domain,80,245
mobidb-lite,A0A1A8NI62,disorder_prediction,885,994
PF00069,A0A1A8NMU1,Protein kinase domain,13,227
mobidb-lite,A0A1A8NPR7,disorder_prediction,405,521
PF01463,A0A1A8NRJ6,Cysteine-rich flanking region C-terminal,244,267
mobidb-lite,A0A1A8NUP5,disorder_prediction,245,286
PF00084,A0A1A8NW20,Sushi/SCR/CCP domain,446,503
mobidb-lite,A0A1A8NYJ0,disorder_prediction,1181,1207
mobidb-lite,A0A1A8P9B4,disorder_prediction,511,531
PF07679,A0A1A8P9J7,Immunoglobulin I-set,153,233
PF10300,A0A1A8PAZ8,Outer membrane protein  Iml2/Tetratricopeptide repeat protein 39,25,309
PF15250,A0A1A8PB35,Raftlin family,191,373
mobidb-lite,A0A1A8PC21,disorder_prediction,839,907
PF09011,A0A1A8PHG2,High mobility group box domain,297,355
mobidb-lite,A0A1A8PIK5,disorder_prediction,81,133
mobidb-lite,A0A1A8PP01,disorder_prediction,1,43
PF15346,A0A1A8PPG6,Arginine and glutamate-rich protein 1,114,264
CoiledCoil,A0A1A8PQ77,Golgin A4 OS=Nothobranchius rachovii GN=GOLGA4 PE=4 SV=1,1531,1552
PF00855,A0A1A8PYQ9,PWWP domain,225,339
PF07686,A0A1A8Q5P0,Immunoglobulin V-set domain,180,271
PF03062,A0A1A8QDL2,Membrane bound O-acyl transferase MBOAT,198,412
PF00337,A0A1A8QFW2,Galectin carbohydrate recognition domain,173,302
PF00400,A0A1A8QHP9,WD40 repeat,274,297
PF00622,A0A1A8QJ81,SPRY domain,657,774
PF00641,A0A1A8QMC1,Zinc finger RanBP2-type,382,408
PF00994,A0A1A8QMG0,MoaB/Mog domain,42,200
mobidb-lite,A0A1A8QQ27,disorder_prediction,506,528
mobidb-lite,A0A1A8QSR1,disorder_prediction,109,473
PF17095,A0A1A8R126,CAMSAP spectrin and Ca2+/calmodulin-binding region,587,637
CoiledCoil,A0A1A8R580,Protein-kinase interferon-inducible double stranded RNA dependent inhibitor OS=Nothobranchius pienaari GN=PRKRI PE=4 SV=1,264,285
PF00326,A0A1A8R5T2,Peptidase S9 prolyl oligopeptidase catalytic domain,691,759
PF00176,A0A1A8R8W9,SNF2-related N-terminal domain,396,615
PF08073,A0A1A8RC39,CHD N-terminal,164,216
mobidb-lite,A0A1A8REL6,disorder_prediction,38,61
PF11028,A0A1A8RG80,Protein of unknown function DUF2723,35,190
PF00617,A0A1A8RIY4,Ras guanine-nucleotide exchange factors catalytic domain,786,968
mobidb-lite,A0A1A8RJ92,disorder_prediction,125,197
CoiledCoil,A0A1A8RL27,Pleckstrin homology-like domain family B member 1a OS=Nothobranchius rachovii GN=PHLDB1A PE=4 SV=1,661,682
PF15017,A0A1A8RL91,Putative WW-binding domain and destruction box,205,266
PF14802,A0A1A8RN07,TMEM192 family,30,258
mobidb-lite,A0A1A8RP27,disorder_prediction,196,369
mobidb-lite,A0A1A8RQB1,disorder_prediction,869,901
mobidb-lite,A0A1A8RVN0,disorder_prediction,347,366
mobidb-lite,A0A1A8S0W1,disorder_prediction,224,254
mobidb-lite,A0A1A8S2J6,disorder_prediction,146,167
PF02893,A0A1A8S3S6,GRAM domain,146,247
mobidb-lite,A0A1A8SGY4,disorder_prediction,1,200
LowComplexity,A0A1A8TZN6,Homeobox protein OS=Nothobranchius furzeri GN=PITX2 PE=3 SV=1,187,201
PF00076,A0A1A8UJD3,RNA recognition motif domain,42,109
PF00520,A0A1A8UM58,Ion transport domain,1370,1642
PF13895,A0A1A8UR89,Immunoglobulin-like domain,222,292
PF00640,A0A1A8USX3,PTB/PI domain,347,494
PF07686,A0A1A8USZ3,Immunoglobulin V-set domain,33,141
PF00653,A0A1A8UZY8,BIR repeat,257,326
PF00750,A0A1A8V0H3,Arginine-tRNA ligase,128,451
PF02513,A0A1A8V0R8,Spindlin/spermiogenesis-specific protein,187,232
PF07965,A0A1A8V6T1,Integrin beta subunit tail,672,753
PF00041,A0A1A8VE79,Fibronectin type III,499,572
PF00159,A0A1A8VG04,Pancreatic hormone-like,30,64
PF00023,A0A1A8VH73,Ankyrin repeat,332,360
mobidb-lite,A0A1A8VLF6,disorder_prediction,620,648
PF00069,A0A1A8WT28,Protein kinase domain,301,457
PF03867,A0A1A9TBL2,Fushi tarazu N-terminal,91,311
mobidb-lite,A0A1A9TGE5,disorder_prediction,1300,1364
PF08445,A0A1A9TJH9,FR47-like,189,270
mobidb-lite,A0A1A9TLD6,disorder_prediction,273,371
PF00090,A0A1A9TUD4,Thrombospondin type-1 (TSP1) repeat,447,499
PF00567,A0A1A9TVT1,Tudor domain,562,661
mobidb-lite,A0A1A9U1F1,disorder_prediction,116,142
PF00046,A0A1A9U302,Homeobox domain,20,76
mobidb-lite,A0A1A9U5D3,disorder_prediction,1528,1548
PF00071,A0A1A9UM17,Small GTPase superfamily,5,177
PF07690,A0A1A9UZI6,Major facilitator superfamily,61,215
PF00806,A0A1A9V1I2,Pumilio RNA-binding repeat,338,365
PF06628,A0A1A9V5X9,Catalase immune-responsive domain,441,504
CoiledCoil,A0A1A9V7K7,Uncharacterized protein OS=Glossina austeni PE=4 SV=1,1490,1525
PF07690,A0A1A9VAA2,Major facilitator superfamily,14,435
mobidb-lite,A0A1A9W1L4,disorder_prediction,1137,1188
PF08669,A0A1A9W2U8,Glycine cleavage T-protein C-terminal barrel domain,254,328
PF00038,A0A1A9WER1,Intermediate filament protein,14,210
PF04840,A0A1A9WJQ1,Vps16 C-terminal,136,267
mobidb-lite,A0A1A9WPW2,disorder_prediction,956,975
PF01849,A0A1A9WQP3,Nascent polypeptide-associated complex NAC domain,36,92
mobidb-lite,A0A1A9WRN9,disorder_prediction,253,304
mobidb-lite,A0A1A9WTN2,disorder_prediction,521,574
mobidb-lite,A0A1A9Z4A3,disorder_prediction,1453,1491
PF14676,A0A1A9ZCX7,FANCI solenoid 2 domain,237,378
PF01344,A0A1A9ZE37,Kelch repeat type 1,108,148
mobidb-lite,A0A1A9ZLS0,disorder_prediction,3419,3440
PF04563,A0A1A9ZM86,RNA polymerase beta subunit protrusion,40,413
PF03909,A0A1A9ZTC1,BSD domain,206,260
mobidb-lite,A0A1A9ZU54,disorder_prediction,1130,1183
PF00753,A0A1A9ZVC9,Metallo-beta-lactamase,27,197
PF12937,A0A1B0A4C1,F-box domain,62,103
PF02540,A0A1B0A5U4,NAD/GMP synthase,220,284
mobidb-lite,A0A1B0A643,disorder_prediction,1419,1452
PF00035,A0A1B0AFE4,Double-stranded RNA-binding domain,159,218
mobidb-lite,A0A1B0CAV9,disorder_prediction,2290,2325
mobidb-lite,A0A1B0CCM5,disorder_prediction,165,275
mobidb-lite,A0A1B0CDN6,disorder_prediction,1105,1127
PF01826,A0A1B0CE59,Trypsin Inhibitor-like cysteine rich domain,320,370
mobidb-lite,A0A1B0CI24,disorder_prediction,2188,2242
mobidb-lite,A0A1B0CSH1,disorder_prediction,22,44
mobidb-lite,A0A1B0CSI9,disorder_prediction,268,345
mobidb-lite,A0A1B0CYU1,disorder_prediction,328,362
PF00498,A0A1B0D0M9,Forkhead-associated (FHA) domain,362,433
PF08264,A0A1B0D600,Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase anticodon-binding,660,725
PF14604,A0A1B0D741,SH3 domain,460,509
PF10517,A0A1B0DPP8,DM13 domain,90,186
PF05497,A0A1B0F0A2,Destabilase,37,152
mobidb-lite,A0A1B0GJB6,disorder_prediction,428,452
PF00115,A0A1B0PL96,Cytochrome c oxidase subunit I,1,273
PF00531,A0A1B0PQS8,Death domain,22,97
PF01010,A0A1B0QVT3,NADH:ubiquinone/plastoquinone oxidoreductase chloroplast chain 5 C-terminal,448,691
PF06444,A0A1B0RHU8,NADH dehydrogenase subunit 2 C-terminal,290,343
PF00032,A0A1B0Y9T8,Cytochrome b/b6 C-terminal,120,137
PF00507,A0A1B0YU88,NADH:ubiquinone/plastoquinone oxidoreductase chain 3,23,119
PF05695,A0A1B0YUN5,Uncharacterised protein family Ycf2,1,1479
PF07692,A0A1B0Z8L0,High-CO2 inducible periplasmic,228,384
